# MAP INFO: 0.number of MapRows 1.number of MapColumns	2.number of TileRows	3.Number of TileColumns	4.Tile Width 5.Tile Height  6.Grid Size Cell
[INFO]
14	18	1	6	16	16
[ROWS]
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3
4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	5
6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1
